0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
MATARA,NQC,1.1111,NQC,1.6114,1.5859,NQC,1.5331,1.7208,1.695,NQC,1.6664,1.6003,1.5073,1.7194,1.7187,1.4129,1.4549,1.1435,1.4829,1.5434,1.6695,0.9336,1.0483,1.1604,0.9769,0.9897,
HAMBANTOTA,NQC,1.1486,NQC,1.6231,1.5936,NQC,1.5494,1.7265,1.7155,NQC,1.6352,1.5743,1.6186,1.6938,1.7558,1.4285,1.5537,1.1347,1.5634,1.5009,1.5501,0.9328,1.0513,1.1935,1.0085,0.9851,
JAFFNA,1.1082,NQC,NQC,1.6235,1.5832,1.5677,NQC,1.7491,1.7031,1.6488,1.689,1.6332,1.5873,1.6664,1.6658,1.4795,1.5425,0.867,1.4963,1.4371,1.4681,0.7046,0.8839,1.1748,0.8984,0.8587,
KILINOCHCHI,1.2149,1.1044,NQC,NQC,NQC,1.4619,NQC,NQC,NQC,1.6448,NQC,1.4354,1.4854,NQC,1.6376,1.3427,1.4117,0.5521,1.0891,1.2903,0.7479,0.3617,0.8032,0.9491,0.6882,0.5153,
MANNAR,1.129,1.1607,NQC,NQC,NQC,1.4508,NQC,NQC,NQC,1.4631,NQC,1.4413,1.4038,NQC,1.5116,1.4067,1.4331,0.5385,1.1535,0.9348,0.6244,0.4609,0.9279,0.5901,0.7177,0.2956,
MULLAITIVU,NQC,1.2075,NQC,NQC,NQC,1.3083,NQC,NQC,NQC,1.4696,NQC,1.5469,1.4903,NQC,1.6146,1.2816,1.4905,0.8814,1.0912,0.6216,0.5527,0.5134,0.3215,0.4596,0.5314,0.6229,
VAVUNIYA,1.0213,NQC,0.9276,NQC,NQC,1.3145,NQC,NQC,NQC,1.3808,NQC,1.3469,1.4791,NQC,1.4806,1.4339,1.4687,0.9434,1.2666,1.018,0.678,0.9313,0.6186,0.6329,0.9459,0.4658,
TRINCOMALEE,1.2121,1.1519,1.1689,NQC,NQC,1.5061,1.5591,NQC,NQC,1.5169,NQC,1.6349,1.535,NQC,1.6021,1.4502,1.5098,1.1331,1.32,1.0824,1.5713,0.7641,0.9457,1.1193,1.0021,0.9878,
BATTICALOA,1.14,1.1838,1.1274,1.6296,1.5903,1.5429,1.5352,1.7192,1.6967,NQC,1.6446,1.6191,1.5842,1.6715,NQC,1.4943,1.5307,1.0115,1.5076,1.2892,1.6048,0.7533,1.0259,1.0772,0.846,0.9578,
AMPARA,1.2027,1.1173,1.1333,1.6049,1.5895,1.5889,1.5711,1.7264,1.6993,1.6713,1.6631,1.6278,1.6142,1.7001,1.736,1.4848,1.5469,1.0226,1.5635,1.2629,1.5308,0.8616,0.9701,1.0441,0.9011,0.9619,
PUTTALAM,0.9952,1.1038,0.8405,NQC,1.6319,1.4031,1.5491,NQC,NQC,1.4963,NQC,1.459,1.492,NQC,1.6132,1.4769,1.4987,0.9798,1.4688,1.2436,1.6553,0.8125,0.9809,1.0743,0.9771,0.7392,
KURUNEGALA,1.0457,1.0494,NQC,1.6228,1.5936,1.4712,1.5203,1.7195,1.6946,1.608,1.6077,1.6038,1.585,1.6797,1.66,1.4668,1.5011,1.0458,1.5618,1.5001,1.5581,0.8814,1.0537,1.1049,1.0229,0.9545,
ANURADHAPURA,0.9872,1.035,NQC,1.6103,NQC,1.3682,1.5807,NQC,NQC,1.4527,NQC,1.5696,1.583,NQC,1.6166,1.3258,1.3664,1.0202,1.5328,1.3398,1.5492,0.7447,0.9417,1.0446,0.9546,0.8184,
POLONNARUWA,0.9817,1.1309,0.8964,NQC,NQC,1.2869,NQC,NQC,NQC,1.3785,NQC,1.4065,1.3744,NQC,1.4468,1.3563,1.2836,1.0902,1.4369,0.9694,1.3761,0.674,0.8567,0.9891,0.7676,0.8983,
BADULLA,0.9868,1.0382,NQC,1.6342,1.5932,1.4454,1.5027,NQC,1.7064,1.4661,1.6196,1.5526,1.586,1.6824,1.6527,1.4132,1.4453,1.0534,1.5388,1.4192,1.5734,0.874,1.0211,1.1167,0.9534,0.9593,
MONARAGALA,1.276,1.0802,1.1926,NQC,NQC,1.3328,1.5108,NQC,NQC,1.4893,NQC,1.4564,1.5024,NQC,1.4632,1.2791,1.5313,1.1207,1.5006,1.3398,1.5653,0.8727,1.0634,1.1172,1.0085,0.9052,
KEGALLE,1.1443,1.0697,NQC,NQC,1.5941,1.4392,1.5109,1.7512,1.6974,1.6278,1.6053,1.6324,1.5922,1.7387,1.6881,1.4977,1.5439,1.1518,1.5317,1.4711,1.6427,0.8444,0.9994,1.1558,1.027,0.9846,
RATNAPURA,1.0611,1.0576,NQC,1.6302,1.5843,1.5307,1.5123,NQC,1.6913,NQC,1.635,1.5669,1.6176,1.6943,1.6538,1.4445,1.5015,1.1434,1.5494,1.525,1.63,0.9185,1.0331,1.1501,0.9943,0.9264,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
OF 
STUDY
DISTRICT","FOOD BUSINESS MANAGEMENT 
[Commerce Stream]
(Sabaragamuwa University of Sri Lanka)","MANAGEMENT AND INFORMATION 
TECHNOLOGY (SEUSL)
(South Eastern University of Sri Lanka)","DATA SCIENCE 
(Sabaragamuwa University of Sri Lanka)","PHYSICAL EDUCATION  # 
(University of Jaffna)","PHYSICAL EDUCATION  # 
(Sabaragamuwa University of Sri Lanka)","SPORTS SCIENCE & MANAGEMENT  #
(University of Sri Jayewardenepura)","SPORTS SCIENCE & MANAGEMENT  #
(University of Kelaniya)","SPORTS SCIENCE & MANAGEMENT  #
(Sabaragamuwa University of Sri Lanka)","SPEECH AND HEARING SCIENCES 
(University of Kelaniya)","TOURISM & HOSPITALITY MANAGEMENT
(Rajarata University of Sri Lanka)","TOURISM & HOSPITALITY MANAGEMENT
(Sabaragamuwa University of Sri Lanka)","AGRICULTURAL RESOURCE MANAGEMENT AND 
TECHNOLOGY
(University of Ruhuna)","AGRI BUSINESS MANAGEMENT
(University of Ruhuna)","GREEN TECHNOLOGY
(University of Ruhuna)","SCIENCE AND TECHNOLOGY 
(Uva Wellassa University of Sri Lanka)","COMPUTER SCIENCE & TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","ENTREPRENEURSHIP AND MANAGEMENT 
(Uva Wellassa University of Sri Lanka)","ANIMAL PRODUCTION AND FOOD TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","EXPORT AGRICULTURE  
(Uva Wellassa University of Sri Lanka)","INDUSTRIAL INFORMATION
TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","MINERAL RESOURCES AND 
TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","AQUATIC RESOURCES TECHNOLOGY  
(Uva Wellassa University of Sri Lanka)","HOSPITALITY, TOURISM 
AND EVENTS MANAGEMENT  
(Uva Wellassa University of Sri Lanka)","ENGLISH LANGUAGE & APPLIED LINGUISTICS
(Uva Wellassa University of Sri Lanka)","PLANTATION MANAGEMENT AND TECHNOLOGY
(Uva Wellassa University of Sri Lanka)","POLYMER SCIENCE AND INDUSTRIAL MANAGEMENT
(University of Sri Jayewardenepura)",
COLOMBO,1.2435,1.2856,1.3814,0.1365,-0.1095,0.8289,0.5798,0.4888,1.3877,1.4945,1.303,0.9192,0.9828,1.0443,1.0236,1.2941,1.2822,0.7701,0.8401,1.3669,0.9133,0.744,1.2658,1.2801,0.773,1.4979,
GAMPAHA,1.2364,1.2937,1.387,0.5475,-0.4784,0.9155,0.7582,-0.1626,1.3424,1.4048,1.3428,0.8307,0.9284,0.9351,0.9976,1.1699,1.2757,0.7661,0.7879,1.3118,0.9126,0.728,1.262,1.3352,0.7692,1.466,
KALUTARA,1.2334,1.3497,1.3872,NQC,NQC,0.8426,0.7035,-0.2065,1.2478,1.4651,1.3724,0.984,1.007,1.0786,1.0601,1.2849,1.2602,0.8871,0.8714,1.3509,0.9933,0.8257,1.2496,1.4323,0.8464,1.5229,
MATALE,1.1585,1.4746,1.236,0.6124,-0.1515,0.8636,0.6097,0.8853,1.3028,1.4397,1.3754,0.9598,0.9431,0.9615,0.9654,1.1732,1.2355,0.8824,0.9044,1.4109,0.9444,0.7759,1.2207,1.3983,0.7569,1.4826,
KANDY,1.203,1.443,1.3762,NQC,0.1351,0.8748,0.744,0.4116,1.3671,1.4091,1.3661,0.9401,0.9285,1.0101,1.0082,1.2216,1.2254,0.8498,0.8382,1.3043,0.9906,0.8074,1.2033,1.3841,0.8156,1.4984,
NUWARA ELIYA,0.9775,1.3376,1.2257,-0.0792,-0.3123,0.847,NQC,0.1834,0.9172,1.4293,1.4407,0.8125,0.7754,0.852,0.912,1.0673,1.0932,0.7058,0.7145,1.0824,0.8311,0.6851,1.1611,1.3705,0.6344,1.4796,
GALLE,1.229,1.3558,1.4089,NQC,0.1039,0.8984,0.6909,0.3927,1.3765,1.4182,1.4107,1.0039,0.9754,1.0811,1.0519,1.2587,1.284,0.8733,0.8908,1.3679,0.9747,0.8402,1.2738,1.4035,0.85,1.5164,
MATARA,1.2477,1.4357,1.4076,0.1001,-0.5668,0.9124,0.7731,0.2599,1.3449,1.4715,1.4063,0.9462,0.9771,1.0918,1.0943,1.3235,1.2796,0.9076,0.8841,1.3536,0.9867,0.8374,1.2795,1.3884,0.8357,1.4392,
HAMBANTOTA,1.1206,1.3867,1.4224,NQC,-0.0938,NQC,0.5628,0.49,1.3397,NQC,1.3666,0.9682,0.9522,1.0572,1.1019,1.3187,1.2316,0.8643,0.8653,1.2944,0.9696,0.8286,1.2182,1.5055,0.8414,1.4688,
JAFFNA,0.8849,1.3433,1.4259,0.2944,0.3528,0.8721,NQC,0.6115,1.4003,1.51,1.221,0.7469,0.7743,1.0694,1.094,1.3485,1.1131,0.7256,0.7371,1.3144,0.9174,0.7051,0.9549,1.4538,0.7834,1.4761,
KILINOCHCHI,0.8796,1.538,1.2348,NQC,0.1664,NQC,NQC,0.0956,1.3422,1.5857,1.4654,0.8117,0.4048,0.6273,0.7951,1.1275,0.9802,0.6678,0.4377,1.0354,0.8466,0.4743,0.8835,1.5039,0.4875,0.9408,
MANNAR,0.7517,1.5052,0.7682,NQC,0.1743,NQC,NQC,NQC,1.2648,NQC,1.4064,0.3741,0.2779,1.0505,0.9383,1.0824,0.8596,0.5581,0.3927,1.347,0.5109,0.5031,0.7582,1.5272,0.2434,1.0718,
MULLAITIVU,0.8604,1.4435,0.6054,0.7574,0.2719,NQC,NQC,0.3803,1.182,1.5029,1.4767,0.5291,0.3823,0.3647,0.6794,1.2219,0.8159,0.3239,0.429,0.8604,0.4277,0.334,0.7112,1.4179,0.4287,0.943,
VAVUNIYA,0.912,1.4977,0.6229,NQC,0.3663,1.0588,0.5719,NQC,1.272,NQC,1.2185,0.8493,0.9417,0.7026,0.9635,1.0841,1.0541,0.7464,0.5637,0.9705,0.831,0.6033,0.8753,1.4097,0.447,1.1247,
TRINCOMALEE,0.9926,1.5241,1.05,-0.2306,NQC,0.9759,NQC,0.0235,1.4007,NQC,1.3933,0.7554,0.7907,0.9192,1.0759,1.2697,1.1173,0.8851,0.8534,1.3928,0.9784,0.7472,1.0606,1.3831,0.6021,1.1796,
BATTICALOA,0.9482,1.5065,1.2626,0.1024,0.4504,NQC,0.6054,0.4821,1.3971,1.6006,1.3114,0.7932,0.8239,1.0191,1.0323,1.232,1.11,0.744,0.7244,1.4115,0.9758,0.7269,0.9441,1.5067,0.6983,1.4006,
AMPARA,0.9233,1.5206,1.3289,0.6801,0.2004,1.0333,NQC,0.4801,1.4065,1.4471,1.3455,0.9588,0.9204,0.8646,1.031,1.2735,0.9931,0.9,0.8389,1.3319,0.9726,0.7465,0.9773,1.5146,0.6983,1.4644,
PUTTALAM,1.0083,1.5042,1.1417,-0.2278,-0.168,0.9466,NQC,0.1603,1.275,1.5244,1.2758,0.7669,0.7944,0.9535,0.9185,1.0592,1.0675,0.6585,0.7222,1.0876,0.7891,0.6344,1.1076,1.4601,0.6082,1.4604,
KURUNEGALA,1.1925,1.3647,1.3534,0.4272,-0.3987,0.8665,0.5562,0.3657,1.3459,1.4041,1.4046,0.9194,0.9162,0.9803,1.0651,1.2842,1.2547,0.8277,0.8445,1.3507,0.9761,0.8049,1.2356,1.3843,0.8467,1.4136,
ANURADHAPURA,1.0401,1.4636,1.2259,0.3524,0.1824,0.85,0.7678,0.4967,1.3136,1.427,1.3462,0.924,0.9381,0.9849,1.0273,1.2085,1.1571,0.7634,0.8054,1.2057,0.9382,0.7017,1.1644,1.3815,0.78,1.4316,
POLONNARUWA,1.1574,1.3628,1.1758,NQC,-0.0408,0.9775,0.7367,0.0804,0.9842,1.399,1.3089,0.7918,0.8093,0.9525,0.828,1.0282,1.2253,0.6766,0.7855,1.3667,0.7359,0.7677,1.1477,1.2791,0.7226,1.3042,
BADULLA,1.1278,1.4252,1.3483,0.2289,0.2578,0.833,0.5935,0.6339,1.344,1.4292,1.4573,0.9093,0.9273,0.9457,1.0537,1.2242,1.194,0.8034,0.8441,1.334,0.9857,0.7462,1.168,1.5201,0.8105,1.5299,
MONARAGALA,1.2105,1.4069,1.2611,NQC,0.2703,NQC,0.5801,0.4768,1.2289,1.4333,1.4607,0.8995,0.9776,1.0574,0.9669,1.0116,1.2334,0.7763,0.7865,1.3072,0.9656,0.7358,1.1976,1.3977,0.7252,1.3482,
KEGALLE,1.2305,1.4113,1.3974,0.2629,0.1676,0.8966,0.5732,NQC,1.3731,1.4464,1.4694,0.9897,0.9588,1.0112,1.0956,1.3226,1.2821,0.8617,0.8681,1.3403,0.9551,0.8368,1.2753,1.4185,0.8401,1.5363,
RATNAPURA,1.1867,1.3079,1.4049,0.7803,-0.7545,0.93,NQC,-0.0956,1.226,1.4634,1.2946,0.9602,0.9356,1.0127,0.9753,1.2796,1.2446,0.8061,0.8296,1.372,0.9253,0.802,1.2336,1.3212,0.8128,1.5335,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
OF 
STUDY
DISTRICT","ENGINEERING TECHNOLOGY (ET)
(University of Colombo)","ENGINEERING TECHNOLOGY (ET)
(University of Sri Jayewardenepura)","ENGINEERING TECHNOLOGY (ET)
(University of Kelaniya)","ENGINEERING TECHNOLOGY (ET)
(University of Jaffna)","ENGINEERING TECHNOLOGY (ET)
(University of Ruhuna)","ENGINEERING TECHNOLOGY (ET)
(Rajarata University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(Sabaragamuwa University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(Wayamba University of Sri Lanka)","ENGINEERING TECHNOLOGY (ET)
(Uva Wellassa University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Colombo)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Sri Jayewardenepura)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Kelaniya)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Jaffna)","BIOSYSTEMS TECHNOLOGY (BST)
(University of Ruhuna)","BIOSYSTEMS TECHNOLOGY (BST)
(Eastern University, Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(South Eastern University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Rajarata University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Sabaragamuwa University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Wayamba University of Sri Lanka)","BIOSYSTEMS TECHNOLOGY (BST)
(Uva Wellassa University of Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Colombo)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Sri Jayewardenepura)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Kelaniya)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Ruhuna)","INFORMATION COMMUNICATION TECHNOLOGY
(Eastern University, Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(South Eastern University of Sri Lanka)",
COLOMBO,1.9193,2.1286,1.7753,1.2135,1.5195,1.1999,1.2214,1.3456,1.2079,1.6656,1.9411,1.5012,0.8167,1.4048,0.4446,0.445,1.1511,1.1164,1.2398,1.1736,1.886,2.0626,1.7683,1.5883,0.9987,1.107,
GAMPAHA,1.9486,2.1105,1.7754,1.3176,1.554,1.2613,1.2605,1.3412,1.2563,1.6312,1.9012,1.5356,0.8032,1.3972,0.6227,0.6565,1.1139,1.1014,1.2561,1.1369,1.919,2.0708,1.8013,1.6052,1.0592,1.0944,
KALUTARA,1.9463,2.1195,1.7707,1.4008,1.5259,1.3521,1.3126,1.3524,1.4004,1.6336,1.8918,1.527,0.8584,1.4438,0.8894,0.8724,1.1332,1.1353,1.3671,1.1366,NQC,2.0798,1.8305,1.6903,1.197,1.1482,
MATALE,2.2593,2.1418,1.8603,NQC,1.5362,1.3716,NQC,1.3816,NQC,1.6352,2.0913,1.5466,NQC,1.4859,NQC,NQC,1.1318,NQC,1.2497,1.1413,NQC,2.1236,1.8357,1.6561,NQC,1.3559,
KANDY,1.9398,2.1408,1.8001,NQC,1.516,1.207,1.2266,1.3418,1.2168,1.6453,1.8918,1.5387,1.08,1.4681,1.0825,1.0702,1.171,1.096,1.2631,1.1711,1.8891,2.0561,1.7892,1.594,1.0534,1.1341,
NUWARA ELIYA,1.9463,2.1308,1.7776,0.9145,1.5924,1.1706,1.3102,1.4422,1.0981,1.8665,1.9161,NQC,0.9895,1.4668,0.9919,1.0304,1.1708,1.0967,1.2406,1.1332,1.9756,2.4326,1.8818,NQC,0.7402,NQC,
GALLE,1.9123,2.1197,1.7738,1.2817,1.5255,1.3036,1.2869,1.3995,1.2779,1.6469,1.9939,1.52,0.8231,1.41,0.7854,0.7731,1.3873,1.1204,1.24,1.1388,1.9217,2.3834,1.8059,1.5999,1.1809,1.1733,
MATARA,1.9226,2.1226,1.7748,1.3735,1.519,1.3545,1.369,1.3646,1.3487,1.6541,1.9717,1.5216,1.0421,1.4214,1.0736,1.0396,1.156,1.0964,1.275,1.1437,1.9084,2.0464,1.7767,1.5893,NQC,1.3959,
HAMBANTOTA,1.97,2.4779,1.8455,1.1605,1.5256,1.1581,1.2247,1.4154,1.1577,1.6545,1.9367,1.5196,1.0681,1.3974,0.9949,0.9944,1.2072,1.1457,1.3117,1.1326,2.0416,2.0765,1.8209,1.5898,1.197,1.1067,
JAFFNA,NQC,2.2461,1.8114,0.7875,NQC,1.3237,NQC,1.6314,1.2019,NQC,NQC,NQC,0.8588,NQC,0.5714,0.6156,1.1571,1.1899,1.2428,1.1328,NQC,2.1084,1.7676,1.6281,NQC,1.0939,
KILINOCHCHI,NQC,NQC,1.8159,0.1107,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,0.8878,NQC,0.0654,0.4601,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,
MANNAR,NQC,NQC,NQC,0.3371,NQC,NQC,NQC,NQC,NQC,1.6402,NQC,NQC,0.8637,NQC,0.6354,0.6559,NQC,NQC,NQC,1.4024,2.2304,NQC,NQC,NQC,1.0676,NQC,
MULLAITIVU,NQC,NQC,NQC,0.0441,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.617,NQC,NQC,0.0957,0.0455,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,-0.0701,NQC,
VAVUNIYA,NQC,2.1168,1.9699,0.0551,NQC,NQC,NQC,NQC,NQC,1.8337,2.0014,1.5282,0.9093,NQC,0.4532,0.515,NQC,1.1063,NQC,1.322,NQC,NQC,1.7729,NQC,0.5467,NQC,
TRINCOMALEE,2.0771,NQC,NQC,0.833,1.5571,1.1522,1.3142,1.7237,1.1414,1.6575,2.1108,1.6189,0.8207,1.4208,0.5524,0.5828,NQC,1.1078,1.3284,1.1502,NQC,2.0553,NQC,NQC,0.8795,1.0945,
BATTICALOA,1.9901,2.2022,1.8268,0.9517,NQC,1.1606,NQC,1.3711,1.1054,1.6401,1.9325,1.5561,0.7988,1.5058,0.7152,0.7139,1.4755,1.1112,NQC,1.1299,1.8992,2.0553,1.831,NQC,1.0809,1.6575,
AMPARA,1.9678,2.3402,1.7932,0.9865,NQC,1.1526,1.2841,1.4733,1.0867,1.6556,1.894,NQC,0.8502,1.405,0.7681,0.7372,1.1286,1.1374,1.4875,1.1407,1.957,2.1102,1.7707,NQC,0.9998,1.1245,
PUTTALAM,1.9375,2.1403,1.8405,0.6585,1.6494,1.2363,1.2864,1.4574,1.0916,1.8753,1.9165,1.5134,0.8039,1.4014,0.2876,0.2653,1.117,1.1535,1.2424,1.1441,1.9772,2.4885,1.9934,1.6447,0.6048,NQC,
KURUNEGALA,1.913,2.1127,1.7794,1.3228,1.5285,1.3038,1.3041,1.3518,1.3027,1.6246,1.8953,1.5167,0.994,1.4574,1.0303,0.994,1.159,1.0997,1.2655,1.1272,1.9019,2.0958,1.7828,1.5869,1.2297,1.2266,
ANURADHAPURA,1.9713,2.1616,1.7783,1.2442,1.5582,1.2423,1.3181,1.3678,1.2246,1.6597,1.9357,1.5423,1.0572,1.4843,1.066,NQC,1.124,1.1082,1.2449,1.1489,1.923,2.0673,1.7664,1.7115,1.1131,1.1569,
POLONNARUWA,NQC,2.2471,2.0054,1.0065,1.5898,1.1587,1.2776,1.3579,1.0856,1.7713,1.9739,NQC,0.9488,NQC,0.7287,0.6995,NQC,1.3952,1.2855,1.1741,2.0409,NQC,NQC,NQC,0.7009,1.1079,
BADULLA,1.9157,2.2117,1.823,1.3101,1.5399,1.2474,1.261,1.3401,1.2869,1.6305,1.8941,1.5401,1.0376,1.4066,1.0529,NQC,1.1296,1.1205,1.27,1.1882,1.9087,2.0883,1.8044,1.5959,1.2014,1.1573,
MONARAGALA,NQC,2.616,NQC,1.0418,1.6063,1.1687,1.5043,1.3555,1.0773,1.7346,2.0424,1.5319,0.951,1.3983,NQC,0.9584,1.227,1.0967,1.2519,1.2191,NQC,2.0761,1.8152,1.6005,0.9926,1.1042,
KEGALLE,1.9446,2.1115,1.8233,1.3052,1.5249,1.338,NQC,1.3576,1.3045,1.6595,1.8954,1.5194,1.1536,1.4087,NQC,NQC,1.1719,1.1643,1.2523,1.1721,1.9097,2.0478,1.7705,1.5961,1.1976,1.2107,
RATNAPURA,1.9242,2.1193,1.7703,1.2786,1.5147,1.2825,1.2614,1.3525,1.2602,1.67,1.8972,1.5042,0.9849,1.3986,0.9973,1.0239,1.1224,1.0971,1.2384,1.135,1.9068,2.0827,1.7701,1.6291,1.1137,1.1332,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
OF 
STUDY
DISTRICT","INFORMATION COMMUNICATION TECHNOLOGY
(Rajarata University of Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(University of Vavuniya, Sri Lanka)","INFORMATION COMMUNICATION TECHNOLOGY
(Uva Wellassa University of Sri Lanka)","PHYSICAL SCIENCE -ICT
(University of Sri Jayewardenepura)","PHYSICAL SCIENCE -ICT
(University of Kelaniya)","TRANSLATION STUDIES  
(University of Kelaniya)","TRANSLATION STUDIES  
(University of Jaffna)","TRANSLATION STUDIES  
(Eastern University, Sri Lanka)","TRANSLATION STUDIES  
(Sabaragamuwa University of Sri Lanka)","FILM & TELEVISION STUDIES  #
(University of Kelaniya)","PROJECT MANAGEMENT
(University of Vavuniya, Sri Lanka)","TEACHING ENGLISH AS A SECOND 
LANGUAGE (TESL) *
(University of Sri Jayewardenepura)","TEACHING ENGLISH AS A SECOND 
LANGUAGE (TESL) *
(University of Kelaniya)","TEACHING ENGLISH AS A SECOND 
LANGUAGE (TESL) *
(Sabaragamuwa University of Sri Lanka)","VISUAL ARTS  #
(University of the Visual & Performing Arts)","MUSIC   # 
(University of Sri Jayewardenepura)","MUSIC   # 
(University of the Visual & Performing Arts)","DANCE  #
(University of the Visual & Performing Arts)","DRAMA & THEATRE  #
(University of the Visual & Performing Arts)","ART & DESIGN  #
(University of Jaffna)","MUSIC  # 
(University of Jaffna)","DANCE  #
(University of Jaffna)","VISUAL & TECHNOLOGICAL ARTS  #
(Swami Vipulananda Institute of Aesthetic Studies)","MUSIC   #
(Swami Vipulananda Institute of Aesthetic Studies)","DANCE  #
(Swami Vipulananda Institute of Aesthetic Studies)","DRAMA & THEATRE  #
(Swami Vipulananda Institute of Aesthetic Studies)",
COLOMBO,1.3093,0.9957,1.4149,1.1908,1.1866,1.4103,0.368,0.3629,1.1323,1.1583,1.247,1.0832,1.0387,0.8117,0.5315,0.123,0.4263,0.6736,0.7988,NQC,0.333,0.1082,NQC,0.5904,-0.4587,NQC,
GAMPAHA,1.3078,1.0597,1.4277,1.1345,1.166,1.5729,1.5504,-0.2409,1.2243,1.1127,1.2222,1.0832,1.0387,0.8117,0.8515,0.4842,0.4165,0.7234,0.93,NQC,NQC,-0.0258,NQC,NQC,NQC,0.0426,
KALUTARA,1.3678,1.1115,1.4458,1.1845,1.2014,1.4806,0.9418,0.7202,1.2748,1.097,1.2551,1.0832,1.0387,0.8117,1.0227,1.0121,0.558,0.8036,0.7708,0.5401,NQC,NQC,NQC,0.4717,-0.0127,NQC,
MATALE,1.3244,NQC,1.6619,NQC,0.8941,NQC,NQC,0.959,1.3284,1.1714,1.25,1.0832,1.0387,0.8117,0.5271,NQC,0.6548,0.9088,1.0102,NQC,0.4766,NQC,-0.1961,0.1644,NQC,-0.1572,
KANDY,1.3143,1.0452,1.4339,1.1124,1.0946,1.3807,1.1325,NQC,1.2239,1.0077,1.2085,1.0832,1.0387,0.8117,0.0982,1.0062,0.7579,0.9023,0.4495,0.0905,-0.3197,-0.1414,0.7345,-0.4646,-0.3773,-0.1919,
NUWARA ELIYA,NQC,0.7393,1.4586,NQC,0.4277,NQC,1.2474,1.2544,1.1365,1.2121,1.2333,1.0832,1.0387,0.8117,NQC,1.103,0.0416,0.3513,-0.0313,0.4648,-0.137,-0.5522,0.4364,-0.3608,-0.0454,0.2174,
GALLE,1.319,1.208,1.416,1.162,1.2264,1.3632,1.2569,1.0091,1.3108,1.0667,1.2303,1.0832,1.0387,0.8117,0.3292,0.8914,0.3576,0.8266,0.7974,-0.318,NQC,NQC,NQC,NQC,NQC,NQC,
MATARA,1.3708,NQC,1.421,1.1164,1.2083,1.3626,NQC,0.4792,1.2614,1.2136,1.265,1.0832,1.0387,0.8117,1.1681,0.809,0.8129,0.9345,0.5847,NQC,NQC,NQC,NQC,NQC,NQC,NQC,
HAMBANTOTA,1.3232,NQC,1.4271,NQC,1.0391,1.4886,NQC,0.7277,1.2174,1.0386,1.2456,1.0832,1.0387,0.8117,1.1122,NQC,0.8204,0.8554,0.2127,NQC,NQC,NQC,NQC,NQC,NQC,NQC,
JAFFNA,1.3191,1.0424,1.5612,1.0998,1.0986,NQC,1.2782,1.2542,NQC,NQC,1.131,1.0832,1.0387,0.8117,NQC,NQC,NQC,NQC,NQC,0.5392,0.4041,0.4982,0.0511,0.1727,0.4436,0.851,
KILINOCHCHI,NQC,0.7644,1.4769,NQC,0.5722,NQC,1.1581,NQC,NQC,NQC,0.946,1.0832,1.0387,0.8117,NQC,NQC,NQC,NQC,NQC,-0.1328,-0.266,0.0461,NQC,NQC,0.0287,0.8762,
MANNAR,NQC,1.0269,1.4505,NQC,0.6337,NQC,1.141,NQC,NQC,NQC,0.8494,1.0832,1.0387,0.8117,NQC,NQC,NQC,NQC,NQC,0.5451,0.5185,0.3532,0.0364,-0.0179,0.2395,0.712,
MULLAITIVU,NQC,NQC,NQC,NQC,0.0388,NQC,1.1309,NQC,NQC,NQC,1.0971,1.0832,1.0387,0.8117,NQC,NQC,NQC,NQC,NQC,0.4236,0.4687,0.0187,0.5031,0.1743,0.2583,0.7996,
